"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"767","b","الطبعة","الطبعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","c","معلومات تأهيلية","معلومات تأهيلية","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","d","الناشر و مكان و تاريخ النشر","الناشر و مكان و تاريخ النشر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","g","معلومات ذات علاقة","معلومات ذات علاقة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","h","الوصف المادي","الوصف المادي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","i","نص العرض","نص العرض","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","k","بيانات السلسلة للعنصر المرتبط","بيانات السلسلة للعنصر المرتبط","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","m","التفاصيل المحددة للمادة","التفاصيل المحددة للمادة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","n","ملاحظة","ملاحظة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","o","محدد آخر للعنصر","محدد آخر للعنصر","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","q","عنوان موازى - [مهمل]","عنوان موازى - [مهمل]","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","r","رقم التقرير","رقم التقرير","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","s","عنوان موحد","عنوان موحد","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","t","العنوان","العنوان","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","u","الرقم المعيارى للتقرير الفنى","الرقم المعيارى للتقرير الفنى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","w","رقم ضبط التسجيلة","رقم ضبط التسجيلة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","y","تحديد الترميز","تحديد الترميز","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"767","z","الرقم الدولى المعيارى للكتاب","الرقم الدولى المعيارى للكتاب","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","7","حقل فرعي للضبط","حقل فرعي للضبط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","8","رابط الحقل و رقم التتابع","Field link and sequence number ","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","a","رأس المدخل الرئيسي","رأس المدخل الرئيسي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","b","الطبعة","الطبعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","c","معلومات تأهيلية","معلومات تأهيلية","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","d","الناشر و مكان و تاريخ النشر","الناشر و مكان و تاريخ النشر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","g","معلومات ذات علاقة","معلومات ذات علاقة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","h","الوصف المادي","الوصف المادي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","i","نص العرض","نص العرض","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","k","بيانات السلسلة للعنصر المرتبط","بيانات السلسلة للعنصر المرتبط","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","m","التفاصيل المحددة للمادة","التفاصيل المحددة للمادة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","n","ملاحظة","ملاحظة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","o","محدد آخر للعنصر","محدد آخر للعنصر","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","q","عنوان موازى - [مهمل]","عنوان موازى - [مهمل]","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","r","رقم التقرير","رقم التقرير","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","s","عنوان موحد","عنوان موحد","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","t","العنوان","العنوان","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","u","الرقم المعيارى للتقرير الفنى","الرقم المعيارى للتقرير الفنى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","w","رقم ضبط التسجيلة","رقم ضبط التسجيلة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","y","تحديد الترميز","تحديد الترميز","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"770","z","الرقم الدولى المعيارى للكتاب","الرقم الدولى المعيارى للكتاب","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","6","الرابط","الرابط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","7","حقل فرعي للضبط","حقل فرعي للضبط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","a","رأس المدخل الرئيسي","رأس المدخل الرئيسي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","b","الطبعة","الطبعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","c","معلومات تأهيلية","معلومات تأهيلية","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","d","الناشر و مكان و تاريخ النشر","الناشر و مكان و تاريخ النشر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","g","معلومات ذات علاقة","معلومات ذات علاقة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","h","الوصف المادي","الوصف المادي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","i","نص العرض","نص العرض","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","k","بيانات السلسلة للعنصر المرتبط","بيانات السلسلة للعنصر المرتبط","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","m","التفاصيل المحددة للمادة","التفاصيل المحددة للمادة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","n","ملاحظة","ملاحظة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","o","محدد آخر للعنصر","محدد آخر للعنصر","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","q","عنوان موازى - [مهمل]","عنوان موازى - [مهمل]","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","r","رقم التقرير","رقم التقرير","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","s","عنوان موحد","عنوان موحد","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","t","العنوان","العنوان","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","u","الرقم المعيارى للتقرير الفنى","الرقم المعيارى للتقرير الفنى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","w","رقم ضبط التسجيلة","رقم ضبط التسجيلة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","y","تحديد الترميز","تحديد الترميز","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"772","z","الرقم الدولى المعيارى للكتاب","الرقم الدولى المعيارى للكتاب","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","3","مواد محددة","مواد محددة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","6","الرابط","الرابط","0","0","0","","7","","","","0","0","BKA","","","","9999","0"
"773","7","حقل فرعي للضبط","حقل فرعي للضبط","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","8","رابط الحقل و رقم التتابع","رابط الحقل و رقم التتابع","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","a","رأس المدخل الرئيسي","رأس المدخل الرئيسي","0","0","0","","7","","","","0","-5","BKA","","","","9999","0"
"773","b","الطبعة","الطبعة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","d","الناشر و مكان و تاريخ النشر","الناشر و مكان و تاريخ النشر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","g","معلومات ذات علاقة","معلومات ذات علاقة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","h","الوصف المادي","الوصف المادي","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","i","نص العرض","نص العرض","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","k","بيانات السلسلة للعنصر المرتبط","بيانات السلسلة للعنصر المرتبط","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","m","التفاصيل المحددة للمادة","التفاصيل المحددة للمادة","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","n","ملاحظة","ملاحظة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","o","محدد آخر للعنصر","محدد آخر للعنصر","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","p","العنوان المختصر","العنوان المختصر","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","r","رقم التقرير","رقم التقرير","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","s","عنوان موحد","عنوان موحد","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","t","العنوان","العنوان","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","u","الرقم المعيارى للتقرير الفنى","الرقم المعيارى للتقرير الفنى","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","w","رقم ضبط التسجيلة","رقم ضبط التسجيلة","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","x","الرقم الدولى المعيارى للدوريات","الرقم الدولى المعيارى للدوريات","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","y","تحديد الترميز","تحديد الترميز","0","0","0","","7","","","","0","-6","BKA","","","","9999","0"
"773","z","الرقم الدولى المعيارى للكتاب","الرقم الدولى المعيارى للكتاب","1","0","0","","7","","","","0","-6","BKA","","","","9999","0"
